"Story","Title","Result","Date","Stability","Duration (s)"
"Search hotels","The user Daniela wants to verify the rate charged for the cheapest destinations","SUCCESS","2022-09-30T10:17:53.379-05:00[America/Bogota]","0.0","114.66"
